Priority,Track Title,Label,Year,ASCAP,BMI,MLC,Status,Action Required
MEDIUM,Death Row,Big Squad LLC,2017,NO,NO,NO,UNREGISTERED,"Register with BMI, SoundExchange, and MLC"
MEDIUM,In Jig's Voice,Big Squad LLC,2017,NO,NO,NO,UNREGISTERED,"Register with BMI, SoundExchange, and MLC"
MEDIUM,Sorrell Inc.,Big Squad LLC,2017,NO,NO,NO,UNREGISTERED,"Register with BMI, SoundExchange, and MLC"
