Priority,Track Title,Label,Year,ASCAP,BMI,MLC,Status,Action Required
MEDIUM,Big Hot Cheeto,Compilation,2021,NO,NO,NO,UNREGISTERED,"Register with BMI, SoundExchange, and MLC"
MEDIUM,Brazy Taxi,Compilation,2021,NO,NO,NO,UNREGISTERED,"Register with BMI, SoundExchange, and MLC"
MEDIUM,Friends,Compilation,2021,NO,NO,NO,UNREGISTERED,"Register with BMI, SoundExchange, and MLC"
MEDIUM,Good Wealthy,Compilation,2021,NO,NO,NO,UNREGISTERED,"Register with BMI, SoundExchange, and MLC"
