TitleNumber,Title,WtrPubIndicator,PubType,Participant,Share,IPNameNumber,CurrentAffliation,RegistrationDate,RegistrationOrigin,ISWCNumber,SongviewStatus
42190775,BULLY BALL,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",03/27/2020,WORKS REGISTRATION,T9320200406,Reconciled
42190777,SLIDE,W," ",SIMMONS LONNIE,16.66,00050776086,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,W," ",TAYLOR RUDOLPH,16.66,00050779175,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,P,O,WARNER-TAMERLANE PUBLISHING CORP,25.00,00185314175,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,W," ",WILSON CHARLES K,16.68,00087159150,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,P,S,BMG PLATINUM SONGS US,50.00,00595808890,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,P,O,BMG RIGHTS MANAGEMENT LIMITED(UK - CNTRY),0.00,00576134244,"PRS     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,W," ",MC CURTIS MARTIN RAFEAL (SP ACCT),25.00,00473414655,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42190777,SLIDE,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",03/30/2020,WORKS REGISTRATION,T3229107799,Reconciled
42359782,CHECK REMIX,P,O,UNKNOWN PUBLISHER,16.60,00288936892,"NA      ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,P,O,SONY/ATV SONGS LLC,33.30,00187062752,"BMI     ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,W," ",EARLE EDUARDO R JR,16.70,00554843234,"BMI     ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,W," ",GILLUM GERALD,16.70,00549516131,"ASCAP   ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,P,O,G-EAZY PUBLISHING,16.70,00737724420,"ASCAP   ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,W," ",LILLARD DAMIAN,16.70,00819852305,"ASCAP   ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,W," ",NAGRA JUGRAJ,16.66,00366825233,"APRA    ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,P,O,ART GALLERY WORLDWIDE,16.70,00375509733,"BMI     ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,P,O,KEANU BEATS PUBLISHING,0.00,01101229033,"BMI     ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,W," ",TORRES KEANU DEAN,16.60,00821277647,"APRA    ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,W," ",SORRELL CASADA AARON (SP ACCT),16.70,00816076637,"BMI     ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42359782,CHECK REMIX,W," ",LACROIX JEFF,16.60,00790170148,"BMI     ",03/23/2020,WORKS REGISTRATION,T9318851502,Reconciled
42416131,CARMELO BRYANT,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",03/13/2020,WORKS REGISTRATION,T3121334707,Pending Society Review
42416131,CARMELO BRYANT,P,O,IPM SONGS,25.00,01171442284,"BMI     ",03/13/2020,WORKS REGISTRATION,T3121334707,Pending Society Review
42416131,CARMELO BRYANT,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",03/13/2020,WORKS REGISTRATION,T3121334707,Pending Society Review
42416131,CARMELO BRYANT,W," ",WALKER DUANE NATHANIEL JR MR,100.00,00782694787,"BMI     ",03/13/2020,WORKS REGISTRATION,T3121334707,Pending Society Review
42416131,CARMELO BRYANT,W," ",GARDNER TREVON MR,25.00,00377302752,"BMI     ",03/13/2020,WORKS REGISTRATION,T3121334707,Pending Society Review
42452382,HEAVY PRESS,P,O,UNKNOWN PUBLISHER,25.00,00288936892,"NA      ",03/17/2020,WORKS REGISTRATION,"           ",Reconciled
42452382,HEAVY PRESS,W," ",UNKNOWN WRITER,25.00,00396710530,"NA      ",03/17/2020,WORKS REGISTRATION,"           ",Reconciled
42452382,HEAVY PRESS,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",03/17/2020,WORKS REGISTRATION,"           ",Reconciled
42452382,HEAVY PRESS,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",03/17/2020,WORKS REGISTRATION,"           ",Reconciled
42452382,HEAVY PRESS,W," ",GORDON RAYSHAWN LAMONT (MR),100.00,00648439117,"BMI     ",03/17/2020,WORKS REGISTRATION,"           ",Reconciled
42530856,AKTIVATED,W," ",BELL ROBERT EARL,3.33,00061327009,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",DEODATO EUMIR,2.50,00007967756,"ASCAP   ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",MICKENS ROBERT SPIKE,2.50,00053083598,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,P,O,WC MUSIC CORP,4.26,00053026414,"ASCAP   ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",SMITH CLAYDES EUGENE,3.34,00063461781,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",TAYLOR JAMES WARREN,17.50,00077091562,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,P,O,WARNER-TAMERLANE PUBLISHING CORP,30.00,00185314175,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,P,O,OLD RIVER MUSIC,0.00,00197020865,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,P,O,KHARANA MUSIC PUBLISHING INC,15.76,00336428559,"ASCAP   ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",BELL RONALD,17.52,00061476186,"ASCAP   ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,P,O,PRIMARY WAVE 3 SONGS,0.00,01097689590,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",BROWN GEORGE MELVIN (SP ACCT),3.33,00061211330,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42530856,AKTIVATED,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",03/24/2020,WORKS REGISTRATION,T9320276333,Reconciled
42653258,CAMPAIGING,P,O,SONGTRUST AVE,25.00,00613926842,"ASCAP   ",01/12/2021,WORKS REGISTRATION,"           ",Share and/or Participant Conflict
42653258,CAMPAIGING,W," ",GOODMAN CEDRIC T,25.00,00675382414,"ASCAP   ",01/12/2021,WORKS REGISTRATION,"           ",Share and/or Participant Conflict
42653258,CAMPAIGING,P,O,IPM SONGS,37.50,01171442284,"BMI     ",01/12/2021,WORKS REGISTRATION,"           ",Share and/or Participant Conflict
42653258,CAMPAIGING,P,O,STR8 BANGAZ,0.00,00753431646,"ASCAP   ",01/12/2021,WORKS REGISTRATION,"           ",Share and/or Participant Conflict
42653258,CAMPAIGING,W," ",MARLEY YUNG,75.00,"           ","NA      ",01/12/2021,WORKS REGISTRATION,"           ",Share and/or Participant Conflict
42653258,CAMPAIGING,W," ",SORRELL CASADA AARON (SP ACCT),37.50,00816076637,"BMI     ",01/12/2021,WORKS REGISTRATION,"           ",Share and/or Participant Conflict
42776388,21 SKUBA,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321718121,Reconciled
42776388,21 SKUBA,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321718121,Reconciled
42776390,TIMELINE TOUGH GUYS,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321718165,Reconciled
42776390,TIMELINE TOUGH GUYS,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321718165,Reconciled
42776404,EASTSIDE JUMP SHOT,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321718712,Pending Society Review
42776404,EASTSIDE JUMP SHOT,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321718712,Pending Society Review
42776413,IN MY HOOD,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321718916,Pending Society Review
42776413,IN MY HOOD,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321718916,Pending Society Review
42776415,ACTING BAD,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719191,Reconciled
42776415,ACTING BAD,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719191,Reconciled
42776417,RETURN WIT MY STRAP,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719282,Reconciled
42776417,RETURN WIT MY STRAP,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719282,Reconciled
42776419,2K 17,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719351,Reconciled
42776419,2K 17,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719351,Reconciled
42776422,B4,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719442,Reconciled
42776422,B4,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719442,Reconciled
42776430,PERMANENT GANG KINGS,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719624,Reconciled
42776430,PERMANENT GANG KINGS,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719624,Reconciled
42776437,HEART AUCTION,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719793,Reconciled
42776437,HEART AUCTION,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321719793,Reconciled
42776452,PERCOSEX,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321720381,Reconciled
42776452,PERCOSEX,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321720381,Reconciled
42776476,SHABOOYA,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/13/2020,WORKS REGISTRATION,"           ",Pending Society Review
42776476,SHABOOYA,W," ",MOTOWN TY,50.00,"           ","NA      ",04/13/2020,WORKS REGISTRATION,"           ",Pending Society Review
42776476,SHABOOYA,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",04/13/2020,WORKS REGISTRATION,"           ",Pending Society Review
42776489,FIRST SUNDAY,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321721793,Reconciled
42776489,FIRST SUNDAY,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321721793,Reconciled
42776493,IN JIGS VOICE,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321722047,Reconciled
42776493,IN JIGS VOICE,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321722047,Reconciled
42776498,SMOKIN ACES,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321722241,Reconciled
42776498,SMOKIN ACES,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/07/2020,WORKS REGISTRATION,T9321722241,Reconciled
42776499,DETROIT RED,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722274,Reconciled
42776499,DETROIT RED,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722274,Reconciled
42776503,BIG SQUAD,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722365,Reconciled
42776503,BIG SQUAD,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722365,Reconciled
42776509,GUATEMALAN,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722525,Reconciled
42776509,GUATEMALAN,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722525,Reconciled
42776527,I KNOW,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722956,Reconciled
42776527,I KNOW,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722956,Reconciled
42776528,MAQUEL,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722990,Reconciled
42776528,MAQUEL,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321722990,Reconciled
42776530,SMO,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/13/2020,WORKS REGISTRATION,T9322277714,Reconciled
42776530,SMO,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/13/2020,WORKS REGISTRATION,T9322277714,Reconciled
42776541,HOOD RICH SKUBA,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",04/13/2020,WORKS REGISTRATION,T9322277770,Reconciled
42776541,HOOD RICH SKUBA,P,O,SONY/ATV SONGS LLC,50.00,00187062752,"BMI     ",04/13/2020,WORKS REGISTRATION,T9322277770,Reconciled
42776541,HOOD RICH SKUBA,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",04/13/2020,WORKS REGISTRATION,T9322277770,Reconciled
42776541,HOOD RICH SKUBA,W," ",PENNIX STERLING JR MR,50.00,00872152144,"BMI     ",04/13/2020,WORKS REGISTRATION,T9322277770,Reconciled
42776550,PEACOCK,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723426,Reconciled
42776550,PEACOCK,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723426,Reconciled
42776551,STICKS AND STONES,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723471,Reconciled
42776551,STICKS AND STONES,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723471,Reconciled
42776552,DEMONS,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723528,Reconciled
42776552,DEMONS,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723528,Reconciled
42776555,PROBABLY,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723631,Reconciled
42776555,PROBABLY,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321723631,Reconciled
42776567,MUTUMBO,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321724145,Reconciled
42776567,MUTUMBO,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321724145,Reconciled
42776568,SKUBA DOLPH,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321724189,Reconciled
42776568,SKUBA DOLPH,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321724189,Reconciled
42776593,EDMORE,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321724850,Reconciled
42776593,EDMORE,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321724850,Reconciled
42776697,DRIPLE DOUBLE,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321715199,Reconciled
42776697,DRIPLE DOUBLE,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321715199,Reconciled
42776699,OLADIPO,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321715315,Pending Society Review
42776699,OLADIPO,W," ",SORRELL CASADA AARON (SP ACCT),100.00,00816076637,"BMI     ",04/06/2020,WORKS REGISTRATION,T9321715315,Pending Society Review
42846589,BAW BAW,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",04/09/2020,WORKS REGISTRATION,T9321821130,Reconciled
42846589,BAW BAW,P,O,JOSHUA LUELLEN PUBLISHING,50.00,00714657240,"BMI     ",04/09/2020,WORKS REGISTRATION,T9321821130,Reconciled
42846589,BAW BAW,P,O,BANG BIZ ENT PUBLISHING,25.00,01032559186,"BMI     ",04/09/2020,WORKS REGISTRATION,T9321821130,Reconciled
42846589,BAW BAW,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",04/09/2020,WORKS REGISTRATION,T9321821130,Reconciled
42846589,BAW BAW,W," ",GIVENS FREDRICK II (MR),25.00,00890662309,"BMI     ",04/09/2020,WORKS REGISTRATION,T9321821130,Reconciled
42846589,BAW BAW,W," ",LUELLEN JOSHUA,50.00,00359211758,"BMI     ",04/09/2020,WORKS REGISTRATION,T9321821130,Reconciled
42909285,NO SCALE,P,O,UNKNOWN PUBLISHER,24.96,00288936892,"NA      ",04/11/2020,WORKS REGISTRATION,T9321400162,Reconciled
42909285,NO SCALE,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",04/11/2020,WORKS REGISTRATION,T9321400162,Reconciled
42909285,NO SCALE,W," ",TEEL DAVID OBATA,50.00,00576571511,"ASCAP   ",04/11/2020,WORKS REGISTRATION,T9321400162,Reconciled
42909285,NO SCALE,P,O,PERFECT YOUR CRAFT PUBLISHING,0.00,00802686536,"ASCAP   ",04/11/2020,WORKS REGISTRATION,T9321400162,Reconciled
42909285,NO SCALE,P,O,WORKS OF IPC,50.00,00388108045,"ASCAP   ",04/11/2020,WORKS REGISTRATION,T9321400162,Reconciled
42909285,NO SCALE,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",04/11/2020,WORKS REGISTRATION,T9321400162,Reconciled
42909285,NO SCALE,W," ",TEAUPA FETAIAKI PULU (MR),25.00,00658029624,"BMI     ",04/11/2020,WORKS REGISTRATION,T9321400162,Reconciled
43438473,MOOD,P,O,SONY/ATV SONGS LLC,50.00,00187062752,"BMI     ",05/01/2020,WORKS REGISTRATION,T9323681874,Reconciled
43438473,MOOD,P,O,KNOXTHISDATWAVE PUBLISHING,50.00,01076251565,"BMI     ",05/01/2020,WORKS REGISTRATION,T9323681874,Reconciled
43438473,MOOD,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",05/01/2020,WORKS REGISTRATION,T9323681874,Reconciled
43438473,MOOD,W," ",ALVES BRANDON ALEXANDER MR,50.00,00856911505,"BMI     ",05/01/2020,WORKS REGISTRATION,T9323681874,Reconciled
43449768,TOUR,P,O,UNKNOWN PUBLISHER,41.34,00288936892,"NA      ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,P,O,SONY/ATV SONGS LLC,8.32,00187062752,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,P,S,SONGS OF KOBALT MUSIC PUBLISHING,16.66,00401084411,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,P,O,WHERE DA KASZ AT,8.34,00584974392,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",JONES CASH MCELROY SR,8.32,00704767630,"ASCAP   ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",ALLEN MISHARRON JERMESHIA,8.34,00827187612,"ASCAP   ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",PORTER JOHNATHAN MICHAEL,8.36,00889863546,"ASCAP   ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,P,O,CROOK AND CROOK LLC,8.34,00383384927,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",SMITH JACQUAVIUS,8.00,"           ","NA      ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,P,O,SCUM BEATZ,0.00,00387254920,"NA      ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,P,O,BEATSTARS PUBLISHING WORLDWIDE,17.00,01031928579,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",SORRELL CASADA AARON (SP ACCT),8.32,00816076637,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",JOHNSON EARL,16.66,00756086907,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",CROOK MICHAEL LOUIS,16.68,00777666574,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",POPPER MARK II MR,17.00,00822365940,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43449768,TOUR,W," ",POTTS BRYSON LASHUN (MR),8.32,00371539353,"BMI     ",05/26/2020,WORKS REGISTRATION,"           ",Pending Society Review
43946966,ICEWEAR VEZZO FT SADA BABY 2 HANDS,P,O,IPM SONGS,25.00,01171442284,"BMI     ",06/22/2020,WORKS REGISTRATION,"           ",Pending Society Review
43946966,ICEWEAR VEZZO FT SADA BABY 2 HANDS,W," ",VEZZO ICEWEAR,50.00,"           ","NA      ",06/22/2020,WORKS REGISTRATION,"           ",Pending Society Review
43946966,ICEWEAR VEZZO FT SADA BABY 2 HANDS,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",06/22/2020,WORKS REGISTRATION,"           ",Pending Society Review
43946966,ICEWEAR VEZZO FT SADA BABY 2 HANDS,W," ",BEATS PDOT,100.00,00885812002,"BMI     ",06/22/2020,WORKS REGISTRATION,"           ",Pending Society Review
43970840,BRACKING,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",06/23/2020,WORKS REGISTRATION,T3002709726,Reconciled
43970840,BRACKING,P,O,PAYDAY EMPIRE MUSIC,50.00,01295942900,"BMI     ",06/23/2020,WORKS REGISTRATION,T3002709726,Reconciled
43970840,BRACKING,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",06/23/2020,WORKS REGISTRATION,T3002709726,Reconciled
43970840,BRACKING,W," ",GORDON RAYSHAWN LAMONT (MR),50.00,00648439117,"BMI     ",06/23/2020,WORKS REGISTRATION,T3002709726,Reconciled
43970840,BRACKING,W," ",LANDRUM DELANTE MARCEL,50.00,01047361669,"BMI     ",06/23/2020,WORKS REGISTRATION,T3002709726,Reconciled
43975406,WHOLE LOTTA CHOPPAS,P,O,ALVERT MUSIC,25.00,00042551601,"BMI     ",06/29/2020,WORKS REGISTRATION,T3011449568,Reconciled
43975406,WHOLE LOTTA CHOPPAS,W," ",GLENN CECIL LAVEL,12.50,00230423615,"BMI     ",06/29/2020,WORKS REGISTRATION,T3011449568,Reconciled
43975406,WHOLE LOTTA CHOPPAS,W," ",GIBSON STEPHEN,12.50,00245823365,"BMI     ",06/29/2020,WORKS REGISTRATION,T3011449568,Reconciled
43975406,WHOLE LOTTA CHOPPAS,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",06/29/2020,WORKS REGISTRATION,T3011449568,Reconciled
43975406,WHOLE LOTTA CHOPPAS,W," ",BLACK MARCUS COLEMAN (MR),30.00,00496775976,"BMI     ",06/29/2020,WORKS REGISTRATION,T3011449568,Reconciled
43975406,WHOLE LOTTA CHOPPAS,W," ",SORRELL CASADA AARON (SP ACCT),45.00,00816076637,"BMI     ",06/29/2020,WORKS REGISTRATION,T3011449568,Reconciled
44007287,BELIEVE IT,P,O,SONY/ATV SONGS LLC,12.50,00187062752,"BMI     ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
44007287,BELIEVE IT,W," ",MAXWELL WILLIE II,25.00,00765208530,"ASCAP   ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
44007287,BELIEVE IT,P,O,KILOKEYS PUBLISHING,40.00,00364659917,"BMI     ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
44007287,BELIEVE IT,P,O,YUNG LAN BEATS LLC,10.00,01173627157,"BMI     ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
44007287,BELIEVE IT,W," ",SORRELL CASADA AARON (SP ACCT),12.50,00816076637,"BMI     ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
44007287,BELIEVE IT,W," ",MODI MILAN SUNIL (MR),10.00,00558824901,"BMI     ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
