TitleNumber,Title,WtrPubIndicator,PubType,Participant,Share,IPNameNumber,CurrentAffliation,RegistrationDate,RegistrationOrigin,ISWCNumber,SongviewStatus
44007287,BELIEVE IT,W," ",ANAMAYATANA BRAIN MR,40.00,00813173757,"BMI     ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
44007287,BELIEVE IT,W," ",DURR IBNISA ABDULLAH JR MR,50.00,00857998155,"BMI     ",07/07/2020,WORKS REGISTRATION,T9330314460,Reconciled
44036152,LEFT ME IN THE MUD,W," ",HAYES TONEE EDWARD,70.00,00758805599,"ASCAP   ",01/12/2021,WORKS REGISTRATION,T3027076177,Pending Society Review
44036152,LEFT ME IN THE MUD,P,O,VELOCITY FUTURE COLLECTIONS,50.00,00709032074,"ASCAP   ",01/12/2021,WORKS REGISTRATION,T3027076177,Pending Society Review
44036152,LEFT ME IN THE MUD,P,O,IPM SONGS,15.00,01171442284,"BMI     ",01/12/2021,WORKS REGISTRATION,T3027076177,Pending Society Review
44036152,LEFT ME IN THE MUD,W," ",BROWN MARQUS A,50.00,00421751484,"ASCAP   ",01/12/2021,WORKS REGISTRATION,T3027076177,Pending Society Review
44036152,LEFT ME IN THE MUD,P,O,THE WORLDS FRESHEST MUSIC,0.00,00703612382,"ASCAP   ",01/12/2021,WORKS REGISTRATION,T3027076177,Pending Society Review
44036152,LEFT ME IN THE MUD,W," ",SORRELL CASADA AARON (SP ACCT),15.00,00816076637,"BMI     ",01/12/2021,WORKS REGISTRATION,T3027076177,Pending Society Review
44443858,THATS ME,P,O,SONY/ATV SONGS LLC,10.00,00187062752,"BMI     ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44443858,THATS ME,W," ",MOORMAN ESSENE SOWETO (MR),20.00,00516857920,"BMI     ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44443858,THATS ME,W," ",GREEN TARINA KATHERINE,20.00,00897621289,"ASCAP   ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44443858,THATS ME,P,O,POWER OVER RICHES,20.00,00898208878,"ASCAP   ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44443858,THATS ME,W," ",WHITE ANISHA NICOLE,50.00,00493825026,"ASCAP   ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44443858,THATS ME,P,O,SHOWTIMEMUSICGROUP,50.00,00862767595,"ASCAP   ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44443858,THATS ME,W," ",SORRELL CASADA AARON (SP ACCT),10.00,00816076637,"BMI     ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44443858,THATS ME,W," ",WOODS RODRIQUEZ LAMAR,20.00,00732982520,"BMI     ",07/25/2020,WORKS REGISTRATION,T9330795921,Reconciled
44522022,PASSION 182 BPM MP3,P,O,IPM SONGS,50.00,01171442284,"BMI     ",07/23/2020,WORKS REGISTRATION,T3000362216,Reconciled
44522022,PASSION 182 BPM MP3,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",07/23/2020,WORKS REGISTRATION,T3000362216,Reconciled
44522022,PASSION 182 BPM MP3,P,O,MOORING MUSIC PUBLISHING,50.00,01293729614,"BMI     ",07/23/2020,WORKS REGISTRATION,T3000362216,Reconciled
44522022,PASSION 182 BPM MP3,W," ",CHERRY BRANDON LEE (SP ACCT),50.00,00367234354,"BMI     ",07/23/2020,WORKS REGISTRATION,T3000362216,Reconciled
44532912,CONEYBPM184 MP3,P,O,IPM SONGS,50.00,01171442284,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002594136,Reconciled
44532912,CONEYBPM184 MP3,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002594136,Reconciled
44532912,CONEYBPM184 MP3,W," ",CHERRY BRANDON LEE (SP ACCT),100.00,00367234354,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002594136,Reconciled
44532914,THUGCRYBPM170 6 MP3,P,O,IPM SONGS,50.00,01171442284,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002594045,Reconciled
44532914,THUGCRYBPM170 6 MP3,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002594045,Reconciled
44532914,THUGCRYBPM170 6 MP3,P,O,MOORING MUSIC PUBLISHING,50.00,01293729614,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002594045,Reconciled
44532914,THUGCRYBPM170 6 MP3,W," ",CHERRY BRANDON LEE (SP ACCT),50.00,00367234354,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002594045,Reconciled
44532927,PARTYHOUSE 210BPM MP3,P,O,IPM SONGS,50.00,01171442284,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682073,Reconciled
44532927,PARTYHOUSE 210BPM MP3,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682073,Reconciled
44532927,PARTYHOUSE 210BPM MP3,P,O,MOORING MUSIC PUBLISHING,50.00,01293729614,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682073,Reconciled
44532927,PARTYHOUSE 210BPM MP3,W," ",CHERRY BRANDON LEE (SP ACCT),50.00,00367234354,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682073,Reconciled
44532947,GOOD VIBES 142 BPM MP3,P,O,IPM SONGS,50.00,01171442284,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682119,Reconciled
44532947,GOOD VIBES 142 BPM MP3,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682119,Reconciled
44532947,GOOD VIBES 142 BPM MP3,P,O,MOORING MUSIC PUBLISHING,50.00,01293729614,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682119,Reconciled
44532947,GOOD VIBES 142 BPM MP3,W," ",CHERRY BRANDON LEE (SP ACCT),50.00,00367234354,"BMI     ",07/25/2020,WORKS REGISTRATION,T3002682119,Reconciled
44534784,HALF MAN HALF APE,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",07/31/2020,WORKS REGISTRATION,T3002589342,Reconciled
44534784,HALF MAN HALF APE,W," ",BLACK MARCUS,25.00,00496776483,"BMI     ",07/31/2020,WORKS REGISTRATION,T3002589342,Reconciled
44534784,HALF MAN HALF APE,W," ",REED KYLE M (MR),50.00,00539762414,"BMI     ",07/31/2020,WORKS REGISTRATION,T3002589342,Reconciled
44534784,HALF MAN HALF APE,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",07/31/2020,WORKS REGISTRATION,T3002589342,Reconciled
44681548,WHOOP JUICE,P,O,SONY/ATV SONGS LLC,100.00,00187062752,"BMI     ",08/04/2020,WORKS REGISTRATION,T3003238282,Reconciled
44681548,WHOOP JUICE,W," ",BLACK MARCUS COLEMAN (MR),50.00,00496775976,"BMI     ",08/04/2020,WORKS REGISTRATION,T3003238282,Reconciled
44681548,WHOOP JUICE,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",08/04/2020,WORKS REGISTRATION,T3003238282,Reconciled
44681564,BILLIE HOLIDAY,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",08/04/2020,WORKS REGISTRATION,T3003237609,Pending Society Review
44681564,BILLIE HOLIDAY,W," ",BLACK MARCUS COLEMAN (MR),50.00,00496775976,"BMI     ",08/04/2020,WORKS REGISTRATION,T3003237609,Pending Society Review
44681564,BILLIE HOLIDAY,W," ",TRIMBLE DEJA MONET,25.00,00750542358,"ASCAP   ",08/04/2020,WORKS REGISTRATION,T3003237609,Pending Society Review
44681564,BILLIE HOLIDAY,P,O,LIL LOAF PUBLISHING,25.00,00759082117,"ASCAP   ",08/04/2020,WORKS REGISTRATION,T3003237609,Pending Society Review
44681564,BILLIE HOLIDAY,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",08/04/2020,WORKS REGISTRATION,T3003237609,Pending Society Review
44765884,DEAD 200 BPM MP3,P,O,EMPIRE STRIKES FIRST,33.33,00747866487,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174758,Reconciled
44765884,DEAD 200 BPM MP3,P,O,IPM SONGS,16.66,01171442284,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174758,Reconciled
44765884,DEAD 200 BPM MP3,W," ",SORRELL CASADA AARON (SP ACCT),16.67,00816076637,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174758,Reconciled
44765884,DEAD 200 BPM MP3,P,O,MOORING MUSIC PUBLISHING,50.00,01293729614,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174758,Reconciled
44765884,DEAD 200 BPM MP3,W," ",CHERRY BRANDON LEE (SP ACCT),50.00,00367234354,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174758,Reconciled
44765884,DEAD 200 BPM MP3,W," ",WASHINGTON DENZEL THOMAS,16.67,00839001158,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174758,Reconciled
44765884,DEAD 200 BPM MP3,W," ",HORNE MCCULLOUGH DAMARIO DONSHAY,16.66,00850082261,"BMI     ",08/07/2020,WORKS REGISTRATION,T3003174758,Reconciled
44852341,SADA BABY BLOXK VIBES,P,O,SONY/ATV SONGS LLC,50.00,00187062752,"BMI     ",08/12/2020,WORKS REGISTRATION,T3004844860,Reconciled
44852341,SADA BABY BLOXK VIBES,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",08/12/2020,WORKS REGISTRATION,T3004844860,Reconciled
44852341,SADA BABY BLOXK VIBES,W," ",WUANBEATZ,100.00,00782694885,"BMI     ",08/12/2020,WORKS REGISTRATION,T3004844860,Reconciled
44852386,LET ME BREATHE,P,O,SONY/ATV SONGS LLC,10.00,00187062752,"BMI     ",08/14/2020,WORKS REGISTRATION,T3004914169,Reconciled
44852386,LET ME BREATHE,W," ",SORRELL CASADA AARON (SP ACCT),10.00,00816076637,"BMI     ",08/14/2020,WORKS REGISTRATION,T3004914169,Reconciled
44852386,LET ME BREATHE,W," ",GREEN DARRIN MITCHELL JR,100.00,00747212252,"BMI     ",08/14/2020,WORKS REGISTRATION,T3004914169,Reconciled
44852386,LET ME BREATHE,W," ",MITCHELL MARCEL ANTHONY,80.00,00794711409,"BMI     ",08/14/2020,WORKS REGISTRATION,T3004914169,Reconciled
44880800,MINDING MY BUSINESS,P,O,SONY/ATV SONGS LLC,16.65,00187062752,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,P,O,TF ENTERTAINMENT,16.68,00832610267,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,P,O,FRONTLINE PRODUCTIONS DETROIT,50.00,00864905897,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,P,O,MUSIC FOR GT,16.70,01049911059,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,W," ",SORRELL CASADA AARON (SP ACCT),16.65,00816076637,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,W," ",CLARK DEVON,25.00,00782186023,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,W," ",JONES MARK KENT II MR,25.00,00799159862,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,W," ",THOMAS GARY ALAN MR,16.70,00841496422,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44880800,MINDING MY BUSINESS,W," ",LANDRUM DELANTE MARCEL,16.68,01047361669,"BMI     ",08/19/2020,WORKS REGISTRATION,T3004804922,Pending Society Review
44946798,TRAIN 190 BPM 1 MP3,P,O,IPM SONGS,50.00,01171442284,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004659687,Reconciled
44946798,TRAIN 190 BPM 1 MP3,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004659687,Reconciled
44946798,TRAIN 190 BPM 1 MP3,P,O,MOORING MUSIC PUBLISHING,50.00,01293729614,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004659687,Reconciled
44946798,TRAIN 190 BPM 1 MP3,W," ",CHERRY BRANDON LEE (SP ACCT),50.00,00367234354,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004659687,Reconciled
44946802,ROB 186 BPM MP3,P,O,IPM SONGS,50.00,01171442284,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004658673,Reconciled
44946802,ROB 186 BPM MP3,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004658673,Reconciled
44946802,ROB 186 BPM MP3,P,O,MOORING MUSIC PUBLISHING,50.00,01293729614,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004658673,Reconciled
44946802,ROB 186 BPM MP3,W," ",CHERRY BRANDON LEE (SP ACCT),50.00,00367234354,"BMI     ",08/21/2020,WORKS REGISTRATION,T3004658673,Reconciled
45025376,FIRST NAME BASIS,W," ",UNKNOWN WRITER,100.00,00396710530,"NA      ",01/03/2021,WORKS REGISTRATION,T3005435649,Pending Society Review
45025376,FIRST NAME BASIS,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3005435649,Pending Society Review
45025376,FIRST NAME BASIS,P,O,MUSIC FOR GT,25.00,01049911059,"BMI     ",01/03/2021,WORKS REGISTRATION,T3005435649,Pending Society Review
45025376,FIRST NAME BASIS,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",01/03/2021,WORKS REGISTRATION,T3005435649,Pending Society Review
45025376,FIRST NAME BASIS,W," ",THOMAS GARY ALAN MR,25.00,00841496422,"BMI     ",01/03/2021,WORKS REGISTRATION,T3005435649,Pending Society Review
45025478,MY EYES,W," ",UNKNOWN WRITER,100.00,00396710530,"NA      ",09/03/2020,WORKS REGISTRATION,T3008458075,Reconciled
45025478,MY EYES,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",09/03/2020,WORKS REGISTRATION,T3008458075,Reconciled
45025478,MY EYES,P,O,MUSIC FOR GT,25.00,01049911059,"BMI     ",09/03/2020,WORKS REGISTRATION,T3008458075,Reconciled
45025478,MY EYES,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",09/03/2020,WORKS REGISTRATION,T3008458075,Reconciled
45025478,MY EYES,W," ",THOMAS GARY ALAN MR,25.00,00841496422,"BMI     ",09/03/2020,WORKS REGISTRATION,T3008458075,Reconciled
46707084,TOXIC,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",09/16/2020,WORKS REGISTRATION,T3010798280,Reconciled
46707084,TOXIC,W," ",PLANT JACKIE LANE JR,100.00,00781506041,"ASCAP   ",09/16/2020,WORKS REGISTRATION,T3010798280,Reconciled
46707084,TOXIC,P,O,BANG BIZ ENT PUBLISHING,25.00,01032559186,"BMI     ",09/16/2020,WORKS REGISTRATION,T3010798280,Reconciled
46707084,TOXIC,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",09/16/2020,WORKS REGISTRATION,T3010798280,Reconciled
46707084,TOXIC,W," ",GIVENS FREDRICK II (MR),25.00,00890662309,"BMI     ",09/16/2020,WORKS REGISTRATION,T3010798280,Reconciled
46728227,SADA BABY BAPTISM,P,O,SONY/ATV SONGS LLC,50.00,00187062752,"BMI     ",09/21/2020,WORKS REGISTRATION,T3011602958,Reconciled
46728227,SADA BABY BAPTISM,P,O,DJ SHAB ENT,16.70,00892220241,"BMI     ",09/21/2020,WORKS REGISTRATION,T3011602958,Reconciled
46728227,SADA BABY BAPTISM,P,O,KEEM MUSIC PUBLISHING,16.65,01035203316,"BMI     ",09/21/2020,WORKS REGISTRATION,T3011602958,Reconciled
46728227,SADA BABY BAPTISM,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",09/21/2020,WORKS REGISTRATION,T3011602958,Reconciled
46728227,SADA BABY BAPTISM,W," ",WINTONS BOBBY ALEXANDER JR MR,33.30,00788828659,"BMI     ",09/21/2020,WORKS REGISTRATION,T3011602958,Reconciled
46728227,SADA BABY BAPTISM,W," ",BAUGH SHABAR DESHAWN,16.70,00887007803,"BMI     ",09/21/2020,WORKS REGISTRATION,T3011602958,Reconciled
46728227,SADA BABY BAPTISM,W," ",ERVIN AKEEM L,16.65,00386084336,"BMI     ",09/21/2020,WORKS REGISTRATION,T3011602958,Reconciled
47660280,RUNNIN UP A BAG,W," ",GARCIA HENRY,20.00,"           ","NA      ",11/18/2020,WORKS REGISTRATION,"           ",Pending Society Review
47660280,RUNNIN UP A BAG,P,O,SONY/ATV SONGS LLC,15.00,00187062752,"BMI     ",11/18/2020,WORKS REGISTRATION,"           ",Pending Society Review
47660280,RUNNIN UP A BAG,W," ",ROBINSON CODY,10.00,00783472018,"ASCAP   ",11/18/2020,WORKS REGISTRATION,"           ",Pending Society Review
47660280,RUNNIN UP A BAG,W," ",SORRELL CASADA AARON (SP ACCT),15.00,00816076637,"BMI     ",11/18/2020,WORKS REGISTRATION,"           ",Pending Society Review
47660280,RUNNIN UP A BAG,W," ",TAYLOR MARIO,80.00,00621194473,"BMI     ",11/18/2020,WORKS REGISTRATION,"           ",Pending Society Review
47660280,RUNNIN UP A BAG,W," ",CALVIN THERONN ALAN RANDAL (MR),60.00,00621382277,"BMI     ",11/18/2020,WORKS REGISTRATION,"           ",Pending Society Review
47800725,GOT GOT,W," ",UNKNOWN WRITER,100.00,00396710530,"NA      ",11/23/2020,WORKS REGISTRATION,"           ",Pending Society Review
47800725,GOT GOT,P,O,SONY/ATV SONGS LLC,25.00,00187062752,"BMI     ",11/23/2020,WORKS REGISTRATION,"           ",Pending Society Review
47800725,GOT GOT,P,O,MUSIC OF KIINGROD,25.00,01062111418,"BMI     ",11/23/2020,WORKS REGISTRATION,"           ",Pending Society Review
47800725,GOT GOT,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",11/23/2020,WORKS REGISTRATION,"           ",Pending Society Review
47800725,GOT GOT,W," ",GOMEZ RODRIGO HERNANDEZ MR,25.00,00859198869,"BMI     ",11/23/2020,WORKS REGISTRATION,"           ",Pending Society Review
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,P,O,SONY/ATV SONGS LLC,12.50,00187062752,"BMI     ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,P,O,BMG GOLD SONGS,25.00,00601191692,"ASCAP   ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,W," ",HAYES MARQUISE ERICK,25.00,00667275017,"BMI     ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,W," ",TRIMBLE DEJA MONET,25.00,00750542358,"ASCAP   ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,P,O,LIL LOAF PUBLISHING,0.00,00759082117,"ASCAP   ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,W," ",DOUGLAS DERRICK TYRON,50.00,00573479902,"ASCAP   ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47904121,TAP IN FEAT 42 DUGG AND SADA BABY,W," ",SORRELL CASADA AARON (SP ACCT),12.50,00816076637,"BMI     ",11/18/2020,WORKS REGISTRATION,T3017996413,Reconciled
47918552,MURDER,W," ",UNKNOWN WRITER,70.00,00396710530,"NA      ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918552,MURDER,P,O,SONY/ATV SONGS LLC,15.00,00187062752,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918552,MURDER,P,O,STXNK MUSIC PUBLISHING,50.00,01035368863,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918552,MURDER,W," ",SORRELL CASADA AARON (SP ACCT),15.00,00816076637,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918552,MURDER,W," ",WILLIAMS RONEY JAMES JR MR,50.00,00871987772,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918553,ACTING,W," ",UNKNOWN WRITER,70.00,00396710530,"NA      ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918553,ACTING,P,O,SONY/ATV SONGS LLC,15.00,00187062752,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918553,ACTING,P,O,STXNK MUSIC PUBLISHING,50.00,01035368863,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918553,ACTING,W," ",SORRELL CASADA AARON (SP ACCT),15.00,00816076637,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
47918553,ACTING,W," ",WILLIAMS RONEY JAMES JR MR,50.00,00871987772,"BMI     ",12/01/2020,WORKS REGISTRATION,"           ",Reconciled
48351650,JACKIE MOON,P,O,SONY/ATV SONGS LLC,62.50,00187062752,"BMI     ",01/06/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351650,JACKIE MOON,P,O,IPM SONGS,12.50,01171442284,"BMI     ",01/06/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351650,JACKIE MOON,W," ",MIKE RMC,25.00,"           ","NA      ",01/06/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351650,JACKIE MOON,W," ",DA YOUNG OG RIO,25.00,"           ","NA      ",01/06/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351650,JACKIE MOON,W," ",SORRELL CASADA AARON (SP ACCT),12.50,00816076637,"BMI     ",01/06/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351650,JACKIE MOON,W," ",GARDNER TREVON MR,62.50,00377302752,"BMI     ",01/06/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351653,ENTANGLEMENT,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296291,Reconciled
48351653,ENTANGLEMENT,W," ",COAL CASH BLAC,25.00,00496776091,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296291,Reconciled
48351653,ENTANGLEMENT,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296291,Reconciled
48351653,ENTANGLEMENT,W," ",GARDNER TREVON MR,50.00,00377302752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296291,Reconciled
48351663,KOBE ANTHONY,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",01/06/2021,WORKS REGISTRATION,T3121296224,Reconciled
48351663,KOBE ANTHONY,W," ",COAL CASH BLAC,25.00,00496776091,"BMI     ",01/06/2021,WORKS REGISTRATION,T3121296224,Reconciled
48351663,KOBE ANTHONY,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",01/06/2021,WORKS REGISTRATION,T3121296224,Reconciled
48351663,KOBE ANTHONY,W," ",GARDNER TREVON MR,50.00,00377302752,"BMI     ",01/06/2021,WORKS REGISTRATION,T3121296224,Reconciled
48351665,WHAT ELSE,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296188,Reconciled
48351665,WHAT ELSE,P,O,IPM SONGS,25.00,01171442284,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296188,Reconciled
48351665,WHAT ELSE,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296188,Reconciled
48351665,WHAT ELSE,W," ",GARDNER TREVON MR,75.00,00377302752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296188,Reconciled
48351667,NBA BUBBLE,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",01/03/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351667,NBA BUBBLE,W," ",COAL CASH BLAC,25.00,00496776091,"BMI     ",01/03/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351667,NBA BUBBLE,W," ",COKE BIG,50.00,"           ","NA      ",01/03/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351667,NBA BUBBLE,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",01/03/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351667,NBA BUBBLE,W," ",GARDNER TREVON MR,25.00,00377302752,"BMI     ",01/03/2021,WORKS REGISTRATION,"           ",Pending Society Review
48351674,LTWO,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296133,Reconciled
48351674,LTWO,P,O,IPM SONGS,25.00,01171442284,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296133,Reconciled
48351674,LTWO,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296133,Reconciled
48351674,LTWO,W," ",GARDNER TREVON MR,75.00,00377302752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296133,Reconciled
48351710,BOOTY TALK FIFTYFIVE,P,O,SONY/ATV SONGS LLC,75.00,00187062752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296053,Reconciled
48351710,BOOTY TALK FIFTYFIVE,P,O,IPM SONGS,25.00,01171442284,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296053,Reconciled
48351710,BOOTY TALK FIFTYFIVE,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296053,Reconciled
48351710,BOOTY TALK FIFTYFIVE,W," ",WHITE JOSHUA CAMRON (MR),50.00,00878203414,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296053,Reconciled
48351710,BOOTY TALK FIFTYFIVE,W," ",GARDNER TREVON MR,25.00,00377302752,"BMI     ",01/03/2021,WORKS REGISTRATION,T3121296053,Reconciled
48411393,PLAY COUSIN,P,O,IPM SONGS,75.00,01171442284,"BMI     ",01/10/2021,WORKS REGISTRATION,T3027028582,Reconciled
48411393,PLAY COUSIN,W," ",SORRELL CASADA AARON (SP ACCT),50.00,00816076637,"BMI     ",01/10/2021,WORKS REGISTRATION,T3027028582,Reconciled
48411393,PLAY COUSIN,W," ",BRYANT TOUSSAINT DUVALL,75.00,01020468797,"BMI     ",01/10/2021,WORKS REGISTRATION,T3027028582,Reconciled
48445566,BEEN KAME,P,O,HIERARCHY PUBLISHING,100.00,00372980432,"BMI     ",01/20/2021,WORKS REGISTRATION,T3121295572,Reconciled
48445566,BEEN KAME,W," ",SORRELL CASADA AARON (SP ACCT),25.00,00816076637,"BMI     ",01/20/2021,WORKS REGISTRATION,T3121295572,Reconciled
48445566,BEEN KAME,W," ",DAMJONBOI,25.00,00819375509,"BMI     ",01/20/2021,WORKS REGISTRATION,T3121295572,Reconciled
