TitleNumber,Title,WtrPubIndicator,PubType,Participant,Share,IPNameNumber,CurrentAffliation,RegistrationDate,RegistrationOrigin,ISWCNumber,SongviewStatus
66135491,BBS,W," ",WASHINGTON DENZEL THOMAS,16.66,00839001158,"BMI     ",03/22/2024,WORKS REGISTRATION,T3243529371,Reconciled
66135491,BBS,W," ",THOMAS KYREACE MICHAEL MR,33.32,00846015839,"BMI     ",03/22/2024,WORKS REGISTRATION,T3243529371,Reconciled
66135496,YOU JUST TALK SHIT,P,O,CREATE RECORDS SONGS,24.98,01315075677,"BMI     ",03/09/2024,WORKS REGISTRATION,T3243529326,Reconciled
66135496,YOU JUST TALK SHIT,P,O,FRONTLINE PRODUCTIONS DETROIT,50.00,00864905897,"BMI     ",03/09/2024,WORKS REGISTRATION,T3243529326,Reconciled
66135496,YOU JUST TALK SHIT,W," ",CLARK DEVON,25.00,00782186023,"BMI     ",03/09/2024,WORKS REGISTRATION,T3243529326,Reconciled
66135496,YOU JUST TALK SHIT,W," ",JONES MARK KENT II MR,25.00,00799159862,"BMI     ",03/09/2024,WORKS REGISTRATION,T3243529326,Reconciled
66135496,YOU JUST TALK SHIT,W," ",SORRELL CASADA AARON,50.00,00816076637,"BMI     ",03/09/2024,WORKS REGISTRATION,T3243529326,Reconciled
66135496,YOU JUST TALK SHIT,W," ",WARREN DIAMANTE MATEO MR,25.02,00818151447,"BMI     ",03/09/2024,WORKS REGISTRATION,T3243529326,Reconciled
66135498,RIGHT NOW,W," ",ROWLAND BROOK OBA,25.00,00520193098,"ASCAP   ",05/09/2024,WORKS REGISTRATION,T3239320544,Reconciled
66135498,RIGHT NOW,P,O,FRONTLINE PRODUCTIONS DETROIT,50.00,00864905897,"BMI     ",05/09/2024,WORKS REGISTRATION,T3239320544,Reconciled
66135498,RIGHT NOW,P,O,NCONNU EDITEUR,25.00,"           ","NA      ",05/09/2024,WORKS REGISTRATION,T3239320544,Reconciled
66135498,RIGHT NOW,W," ",CLARK DEVON,16.66,00782186023,"BMI     ",05/09/2024,WORKS REGISTRATION,T3239320544,Reconciled
66135498,RIGHT NOW,W," ",JONES MARK KENT II MR,16.68,00799159862,"BMI     ",05/09/2024,WORKS REGISTRATION,T3239320544,Reconciled
66135498,RIGHT NOW,W," ",JOHNSON DARNELL LAWERENCE,16.66,00806264546,"BMI     ",05/09/2024,WORKS REGISTRATION,T3239320544,Reconciled
66135498,RIGHT NOW,W," ",SORRELL CASADA AARON,50.00,00816076637,"BMI     ",05/09/2024,WORKS REGISTRATION,T3239320544,Reconciled
67240409,WE LOCKED IN,P,O,SONGTRUST BLVD,50.00,00615755145,"BMI     ",01/23/2025,WORKS REGISTRATION,T3381768094,Pending Society Review
67240409,WE LOCKED IN,P,O,EMPIRE STRIKES FIRST,25.00,00747866487,"BMI     ",01/23/2025,WORKS REGISTRATION,T3381768094,Pending Society Review
67240409,WE LOCKED IN,P,O,TF ENTERTAINMENT,12.50,00832610267,"BMI     ",01/23/2025,WORKS REGISTRATION,T3381768094,Pending Society Review
67240409,WE LOCKED IN,W," ",RICHERSON DURRELL,25.00,00570074171,"ASCAP   ",01/23/2025,WORKS REGISTRATION,T3381768094,Pending Society Review
67240409,WE LOCKED IN,W," ",SORRELL CASADA AARON,12.50,00816076637,"BMI     ",01/23/2025,WORKS REGISTRATION,T3381768094,Pending Society Review
67240409,WE LOCKED IN,W," ",WASHINGTON DENZEL THOMAS,25.00,00839001158,"BMI     ",01/23/2025,WORKS REGISTRATION,T3381768094,Pending Society Review
67240409,WE LOCKED IN,W," ",PETRULAKIS ANDREW CONSTANTINEMR,50.00,01072531386,"BMI     ",01/23/2025,WORKS REGISTRATION,T3381768094,Pending Society Review
67273152,SKUB NELLA,P,O,MANUSCRIPT,0.00,00686021835,"NA      ",06/10/2024,WORKS REGISTRATION,T3260099574,Reconciled
67273152,SKUB NELLA,W," ",BLACK MARCUS,100.00,00496776483,"BMI     ",06/10/2024,WORKS REGISTRATION,T3260099574,Reconciled
67273152,SKUB NELLA,W," ",SORRELL CASADA AARON,100.00,00816076637,"BMI     ",06/10/2024,WORKS REGISTRATION,T3260099574,Reconciled
67371522,GRIZZLEY GANG,P,O,SONGS OF UNIVERSAL INC,37.50,00353271280,"BMI     ",01/09/2025,WORKS REGISTRATION,T3266211698,Pending Society Review
67371522,GRIZZLEY GANG,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",01/09/2025,WORKS REGISTRATION,T3266211698,Pending Society Review
67371522,GRIZZLEY GANG,P,O,SONGS OF ROC NATION MUSIC,12.50,00621218684,"BMI     ",01/09/2025,WORKS REGISTRATION,T3266211698,Pending Society Review
67371522,GRIZZLEY GANG,W," ",WALLACE TERRY SANCHEZ,25.00,00888537273,"ASCAP   ",01/09/2025,WORKS REGISTRATION,T3266211698,Pending Society Review
67371522,GRIZZLEY GANG,W," ",MATHIS ANTHONY O NEAL (MR),50.00,00619283140,"BMI     ",01/09/2025,WORKS REGISTRATION,T3266211698,Pending Society Review
67371522,GRIZZLEY GANG,W," ",SORRELL CASADA AARON,25.00,00816076637,"BMI     ",01/09/2025,WORKS REGISTRATION,T3266211698,Pending Society Review
67831958,BLITZ,P,O,MANUSCRIPT,0.00,00686021835,"NA      ",08/07/2024,WORKS REGISTRATION,"           ",Pending Society Review
67831958,BLITZ,W," ",BEATZ ELVIS,100.00,"           ","NA      ",08/07/2024,WORKS REGISTRATION,"           ",Pending Society Review
67831958,BLITZ,W," ",BABY EDOT,50.00,"           ","NA      ",08/07/2024,WORKS REGISTRATION,"           ",Pending Society Review
67831958,BLITZ,W," ",SORRELL CASADA AARON,50.00,00816076637,"BMI     ",08/07/2024,WORKS REGISTRATION,"           ",Pending Society Review
67832024,BACK END,P,O,MANUSCRIPT,0.00,00686021835,"NA      ",08/07/2024,WORKS REGISTRATION,"           ",Pending Society Review
67832024,BACK END,W," ",JONES DUX,100.00,"           ","NA      ",08/07/2024,WORKS REGISTRATION,"           ",Pending Society Review
67832024,BACK END,W," ",SORRELL CASADA AARON,100.00,00816076637,"BMI     ",08/07/2024,WORKS REGISTRATION,"           ",Pending Society Review
68594280,100 ROUND,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",08/08/2024,WORKS REGISTRATION,T3268499594,Reconciled
68594280,100 ROUND,P,O,TF ENTERTAINMENT,50.00,00832610267,"BMI     ",08/08/2024,WORKS REGISTRATION,T3268499594,Reconciled
68594280,100 ROUND,W," ",LIVINGSTON DEMARIO LAMARR,20.00,00716808823,"BMI     ",08/08/2024,WORKS REGISTRATION,T3268499594,Reconciled
68594280,100 ROUND,W," ",JIG HARDWORK,20.00,00718721143,"BMI     ",08/08/2024,WORKS REGISTRATION,T3268499594,Reconciled
68594280,100 ROUND,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",08/08/2024,WORKS REGISTRATION,T3268499594,Reconciled
68594280,100 ROUND,W," ",SORRELL CASADA AARON,10.00,00816076637,"BMI     ",08/08/2024,WORKS REGISTRATION,T3268499594,Reconciled
68594282,WHYTES,P,O,UNKNOWN PUBLISHER,10.00,00288936892,"NA      ",08/07/2025,WORKS REGISTRATION,"           ",Reconciled
68594282,WHYTES,W," ",UNKNOWN WRITER,10.00,00396710530,"NA      ",08/07/2025,WORKS REGISTRATION,"           ",Reconciled
68594282,WHYTES,P,O,TF ENTERTAINMENT,50.00,00832610267,"BMI     ",08/07/2025,WORKS REGISTRATION,"           ",Reconciled
68594282,WHYTES,W," ",DABBIN CHUCHO,20.00,"           ","NA      ",08/07/2025,WORKS REGISTRATION,"           ",Reconciled
68594282,WHYTES,P,O,CASADA AARON SORRELL PUB DESIG,30.00,"           ","NA      ",08/07/2025,WORKS REGISTRATION,"           ",Reconciled
68594282,WHYTES,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",08/07/2025,WORKS REGISTRATION,"           ",Reconciled
68594282,WHYTES,W," ",SORRELL CASADA AARON,30.00,00816076637,"BMI     ",08/07/2025,WORKS REGISTRATION,"           ",Reconciled
68594284,BREADED,P,O,UNKNOWN PUBLISHER,25.00,00288936892,"NA      ",11/05/2025,WORKS REGISTRATION,"           ",Reconciled
68594284,BREADED,W," ",WHITE MARCUS,25.00,"           ","NA      ",11/05/2025,WORKS REGISTRATION,"           ",Reconciled
68594284,BREADED,P,O,TF ENTERTAINMENT,50.00,00832610267,"BMI     ",11/05/2025,WORKS REGISTRATION,"           ",Reconciled
68594284,BREADED,P,O,CASADA AARON SORRELL PUB DESIG,25.00,"           ","NA      ",11/05/2025,WORKS REGISTRATION,"           ",Reconciled
68594284,BREADED,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",11/05/2025,WORKS REGISTRATION,"           ",Reconciled
68594284,BREADED,W," ",SORRELL CASADA AARON,25.00,00816076637,"BMI     ",11/05/2025,WORKS REGISTRATION,"           ",Reconciled
68595692,ACTIN BAD,P,O,TF ENTERTAINMENT,50.00,00832610267,"BMI     ",09/25/2024,WORKS REGISTRATION,T3267786238,Pending Society Review
68595692,ACTIN BAD,P,O,CASADA AARON SORRELL PUB DESIG,50.00,"           ","NA      ",09/25/2024,WORKS REGISTRATION,T3267786238,Pending Society Review
68595692,ACTIN BAD,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",09/25/2024,WORKS REGISTRATION,T3267786238,Pending Society Review
68595692,ACTIN BAD,W," ",SORRELL CASADA AARON,50.00,00816076637,"BMI     ",09/25/2024,WORKS REGISTRATION,T3267786238,Pending Society Review
68596142,FIELD,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",09/24/2024,WORKS REGISTRATION,T3265160730,Reconciled
68596142,FIELD,P,O,EMPIRE STRIKES FIRST,25.00,00747866487,"BMI     ",09/24/2024,WORKS REGISTRATION,T3265160730,Reconciled
68596142,FIELD,P,O,TF ENTERTAINMENT,25.00,00832610267,"BMI     ",09/24/2024,WORKS REGISTRATION,T3265160730,Reconciled
68596142,FIELD,W," ",SORRELL CASADA AARON,25.00,00816076637,"BMI     ",09/24/2024,WORKS REGISTRATION,T3265160730,Reconciled
68596142,FIELD,W," ",DAMJONBOI,50.00,00819375509,"BMI     ",09/24/2024,WORKS REGISTRATION,T3265160730,Reconciled
68596142,FIELD,W," ",WASHINGTON DENZEL THOMAS,25.00,00839001158,"BMI     ",09/24/2024,WORKS REGISTRATION,T3265160730,Reconciled
68597134,DAWG IN THE CAR,P,O,TF ENTERTAINMENT,50.00,00832610267,"BMI     ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597134,DAWG IN THE CAR,W," ",SWEEZEE TID,10.00,"           ","NA      ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597134,DAWG IN THE CAR,P,O,CASADA AARON SORRELL PUB DESIG,30.00,"           ","NA      ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597134,DAWG IN THE CAR,P,O,TID SWEEZEE PUB DESIGNEE,10.00,"           ","NA      ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597134,DAWG IN THE CAR,P,O,DEMARIO LAMARR LIVINGSTON P,10.00,"           ","NA      ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597134,DAWG IN THE CAR,W," ",LIVINGSTON DEMARIO LAMARR,10.00,00716808823,"BMI     ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597134,DAWG IN THE CAR,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597134,DAWG IN THE CAR,W," ",SORRELL CASADA AARON,30.00,00816076637,"BMI     ",10/03/2025,WORKS REGISTRATION,"           ",Reconciled
68597135,BOKIENA,P,O,DEMARIO LAMARR LIVINGSTON P,12.50,"           ","NA      ",11/18/2025,WORKS REGISTRATION,T3267786272,Reconciled
68597135,BOKIENA,P,O,TF ENTERTAINMENT,87.50,00832610267,"BMI     ",11/18/2025,WORKS REGISTRATION,T3267786272,Reconciled
68597135,BOKIENA,W," ",LIVINGSTON DEMARIO LAMARR,12.50,00716808823,"BMI     ",11/18/2025,WORKS REGISTRATION,T3267786272,Reconciled
68597135,BOKIENA,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",11/18/2025,WORKS REGISTRATION,T3267786272,Reconciled
68597135,BOKIENA,W," ",SORRELL CASADA AARON,37.50,00816076637,"BMI     ",11/18/2025,WORKS REGISTRATION,T3267786272,Reconciled
68597136,WAVE,P,O,UNKNOWN PUBLISHER,30.00,00288936892,"NA      ",11/18/2025,WORKS REGISTRATION,T3366098837,Reconciled
68597136,WAVE,P,O,TF ENTERTAINMENT,70.00,00832610267,"BMI     ",11/18/2025,WORKS REGISTRATION,T3366098837,Reconciled
68597136,WAVE,W," ",JIG HARDWORK,30.00,00718721143,"BMI     ",11/18/2025,WORKS REGISTRATION,T3366098837,Reconciled
68597136,WAVE,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",11/18/2025,WORKS REGISTRATION,T3366098837,Reconciled
68597136,WAVE,W," ",SORRELL CASADA AARON,20.00,00816076637,"BMI     ",11/18/2025,WORKS REGISTRATION,T3366098837,Reconciled
68597682,DOUBLE HEADED DRAGON,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",09/03/2024,WORKS REGISTRATION,"           ",Reconciled
68597682,DOUBLE HEADED DRAGON,W," ",UNKNOWN WRITER,50.00,00396710530,"NA      ",09/03/2024,WORKS REGISTRATION,"           ",Reconciled
68597682,DOUBLE HEADED DRAGON,P,O,EMPIRE STRIKES FIRST,25.00,00747866487,"BMI     ",09/03/2024,WORKS REGISTRATION,"           ",Reconciled
68597682,DOUBLE HEADED DRAGON,P,O,TF ENTERTAINMENT,25.00,00832610267,"BMI     ",09/03/2024,WORKS REGISTRATION,"           ",Reconciled
68597682,DOUBLE HEADED DRAGON,W," ",SORRELL CASADA AARON,25.00,00816076637,"BMI     ",09/03/2024,WORKS REGISTRATION,"           ",Reconciled
68597682,DOUBLE HEADED DRAGON,W," ",WASHINGTON DENZEL THOMAS,25.00,00839001158,"BMI     ",09/03/2024,WORKS REGISTRATION,"           ",Reconciled
68597708,WHEN THEM APES COMIN,P,O,EMPIRE STRIKES FIRST,16.68,00747866487,"BMI     ",12/04/2025,WORKS REGISTRATION,T3265159697,Reconciled
68597708,WHEN THEM APES COMIN,P,O,UNKNOWN PUBLISHER,66.60,00288936892,"NA      ",12/04/2025,WORKS REGISTRATION,T3265159697,Reconciled
68597708,WHEN THEM APES COMIN,P,O,TF ENTERTAINMENT,16.68,00832610267,"BMI     ",12/04/2025,WORKS REGISTRATION,T3265159697,Reconciled
68597708,WHEN THEM APES COMIN,W," ",RICHERSON DURRELL,16.68,00570074171,"ASCAP   ",12/04/2025,WORKS REGISTRATION,T3265159697,Reconciled
68597708,WHEN THEM APES COMIN,W," ",SORRELL CASADA AARON,16.66,00816076637,"BMI     ",12/04/2025,WORKS REGISTRATION,T3265159697,Reconciled
68597708,WHEN THEM APES COMIN,W," ",DEE HAMM,50.00,00831035182,"BMI     ",12/04/2025,WORKS REGISTRATION,T3265159697,Reconciled
68597708,WHEN THEM APES COMIN,W," ",WASHINGTON DENZEL THOMAS,16.68,00839001158,"BMI     ",12/04/2025,WORKS REGISTRATION,T3265159697,Reconciled
68599201,TALK MY SHIT,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",01/08/2025,WORKS REGISTRATION,"           ",Reconciled
68599201,TALK MY SHIT,W," ",UNKNOWN WRITER,50.00,00396710530,"NA      ",01/08/2025,WORKS REGISTRATION,"           ",Reconciled
68599201,TALK MY SHIT,P,O,EMPIRE STRIKES FIRST,25.00,00747866487,"BMI     ",01/08/2025,WORKS REGISTRATION,"           ",Reconciled
68599201,TALK MY SHIT,P,O,TF ENTERTAINMENT,25.00,00832610267,"BMI     ",01/08/2025,WORKS REGISTRATION,"           ",Reconciled
68599201,TALK MY SHIT,W," ",SORRELL CASADA AARON,25.00,00816076637,"BMI     ",01/08/2025,WORKS REGISTRATION,"           ",Reconciled
68599201,TALK MY SHIT,W," ",WASHINGTON DENZEL THOMAS,25.00,00839001158,"BMI     ",01/08/2025,WORKS REGISTRATION,"           ",Reconciled
68600193,CHIEF KEEF,P,O,TF ENTERTAINMENT,50.00,00832610267,"BMI     ",01/09/2025,WORKS REGISTRATION,T3267786250,Pending Society Review
68600193,CHIEF KEEF,P,O,CASADA AARON SORRELL PUB DESIG,50.00,"           ","NA      ",01/09/2025,WORKS REGISTRATION,T3267786250,Pending Society Review
68600193,CHIEF KEEF,W," ",CLARK DAVAUGHN DMAR MR,50.00,00803933054,"BMI     ",01/09/2025,WORKS REGISTRATION,T3267786250,Pending Society Review
68600193,CHIEF KEEF,W," ",SORRELL CASADA AARON,50.00,00816076637,"BMI     ",01/09/2025,WORKS REGISTRATION,T3267786250,Pending Society Review
69402026,ON THA FLO,P,S,KOBALT MUSIC PUBLISHING LTD CANADA,0.00,00418611274,"NA      ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,P,O,UNKNOWN PUBLISHER,82.50,00288936892,"NA      ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,P,S,SONGS OF KOBALT MUSIC PUBLISHING,17.50,00401084411,"BMI     ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",WILLIAMS IAN,5.00,"           ","NA      ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",MCGEE JOHN STEVEN,17.50,00517738336,"BMI     ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",COOK QUINTON LAMAR,17.50,00774036141,"ASCAP   ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",UNKNOWN COMPOSER,10.00,"           ","NA      ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,P,O,SK MUSIC LLC,0.00,01122712601,"NA      ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",KNIGHT ARKEISHA,20.00,00754803528,"BMI     ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",SORRELL CASADA AARON,15.00,00816076637,"BMI     ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",CARLEY RICKIE,10.00,00852462825,"ASCAP   ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69402026,ON THA FLO,W," ",VINSON MITCHELL SHERROD,5.00,01054629363,"BMI     ",02/03/2026,WORKS REGISTRATION,"           ",Pending Society Review
69755087,REAL PAIN,P,O,IPM SONGS,50.00,01171442284,"BMI     ",11/12/2024,WORKS REGISTRATION,T3289948712,Reconciled
69755087,REAL PAIN,P,O,SONGS BY SAMBAMUSICPUBLISHING,50.00,00895238296,"BMI     ",11/12/2024,WORKS REGISTRATION,T3289948712,Reconciled
69755087,REAL PAIN,W," ",GARRISON STEFEN MAURICE (MR),50.00,00704509952,"BMI     ",11/12/2024,WORKS REGISTRATION,T3289948712,Reconciled
69755087,REAL PAIN,W," ",SORRELL CASADA AARON,50.00,00816076637,"BMI     ",11/12/2024,WORKS REGISTRATION,T3289948712,Reconciled
70358379,DIRTY DIRTY,P,O,WC MUSIC CORP,16.66,00053026414,"ASCAP   ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,P,O,UNKNOWN PUBLISHER,16.68,00288936892,"NA      ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,P,O,CONCORD COPYRIGHTS,40.00,00871288311,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,W," ",SHOATES LEWIS D,16.66,00769031231,"ASCAP   ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,P,O,CULTURE HOUSE MUSIC PUBLISHING GROUP LLC,26.67,01066612467,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,W," ",ARTERBERRY DAKOTA JAY MR,16.67,00754825612,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,W," ",SORRELL CASADA AARON,16.67,00816076637,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,W," ",CONSTABLE PHILIP (MR),40.00,00513353387,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358379,DIRTY DIRTY,W," ",MILLS DUWAYNE,10.00,01073742657,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487318,Reconciled
70358392,RUNNING OUT OF WHISKEY,P,O,WC MUSIC CORP,16.66,00053026414,"ASCAP   ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,P,O,UNKNOWN PUBLISHER,16.68,00288936892,"NA      ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,P,O,CONCORD COPYRIGHTS,40.00,00871288311,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,W," ",SHOATES LEWIS D,16.66,00769031231,"ASCAP   ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,P,O,CULTURE HOUSE MUSIC PUBLISHING GROUP LLC,26.67,01066612467,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,W," ",ARTERBERRY DAKOTA JAY MR,16.67,00754825612,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,W," ",SORRELL CASADA AARON,16.67,00816076637,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,W," ",CONSTABLE PHILIP (MR),40.00,00513353387,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358392,RUNNING OUT OF WHISKEY,W," ",MILLS DUWAYNE,10.00,01073742657,"BMI     ",01/31/2025,WORKS REGISTRATION,T3303487294,Pending Society Review
70358449,CAN I,P,O,WC MUSIC CORP,16.66,00053026414,"ASCAP   ",01/27/2025,WORKS REGISTRATION,T3303486859,Reconciled
70358449,CAN I,P,O,UNKNOWN PUBLISHER,16.64,00288936892,"NA      ",01/27/2025,WORKS REGISTRATION,T3303486859,Reconciled
70358449,CAN I,W," ",SHOATES LEWIS D,16.66,00769031231,"ASCAP   ",01/27/2025,WORKS REGISTRATION,T3303486859,Reconciled
70358449,CAN I,P,O,CULTURE HOUSE MUSIC PUBLISHING GROUP LLC,16.67,01066612467,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486859,Reconciled
70358449,CAN I,W," ",ARTERBERRY DAKOTA JAY MR,16.67,00754825612,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486859,Reconciled
70358449,CAN I,W," ",SORRELL CASADA AARON,16.67,00816076637,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486859,Reconciled
70358449,CAN I,W," ",ROBERTS ANTHONY TYLOR MR,50.00,00862679590,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486859,Reconciled
70358452,DADA,P,O,WC MUSIC CORP,16.66,00053026414,"ASCAP   ",01/27/2025,WORKS REGISTRATION,T3303487147,Reconciled
70358452,DADA,P,O,UNKNOWN PUBLISHER,16.64,00288936892,"NA      ",01/27/2025,WORKS REGISTRATION,T3303487147,Reconciled
70358452,DADA,W," ",SHOATES LEWIS D,16.66,00769031231,"ASCAP   ",01/27/2025,WORKS REGISTRATION,T3303487147,Reconciled
70358452,DADA,P,O,CULTURE HOUSE MUSIC PUBLISHING GROUP LLC,16.67,01066612467,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303487147,Reconciled
70358452,DADA,W," ",ARTERBERRY DAKOTA JAY MR,16.67,00754825612,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303487147,Reconciled
70358452,DADA,W," ",SORRELL CASADA AARON,16.67,00816076637,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303487147,Reconciled
70358452,DADA,W," ",ROBERTS ANTHONY TYLOR MR,50.00,00862679590,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303487147,Reconciled
70358459,MUD DAWGS,P,O,WC MUSIC CORP,16.66,00053026414,"ASCAP   ",01/27/2025,WORKS REGISTRATION,T3303486984,Reconciled
70358459,MUD DAWGS,P,O,UNKNOWN PUBLISHER,66.68,00288936892,"NA      ",01/27/2025,WORKS REGISTRATION,T3303486984,Reconciled
70358459,MUD DAWGS,W," ",SHOATES LEWIS D,16.66,00769031231,"ASCAP   ",01/27/2025,WORKS REGISTRATION,T3303486984,Reconciled
70358459,MUD DAWGS,P,O,CULTURE HOUSE MUSIC PUBLISHING GROUP LLC,16.67,01066612467,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486984,Reconciled
70358459,MUD DAWGS,W," ",ARTERBERRY DAKOTA JAY MR,16.67,00754825612,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486984,Reconciled
70358459,MUD DAWGS,W," ",SORRELL CASADA AARON,16.67,00816076637,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486984,Reconciled
70358459,MUD DAWGS,W," ",ROBERTS ANTHONY TYLOR MR,50.00,00862679590,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303486984,Reconciled
71223261,2K24,P,O,SONY ATV SONGS LLC,50.00,00187095633,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303388407,Reconciled
71223261,2K24,P,O,TF ENTERTAINMENT,50.00,00832610267,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303388407,Reconciled
71223261,2K24,W," ",SORRELL CASADA AARON,50.00,00816076637,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303388407,Reconciled
71223261,2K24,W," ",WHITE JOSHUA CAMRON (MR),50.00,00878203414,"BMI     ",01/27/2025,WORKS REGISTRATION,T3303388407,Reconciled
71486810,OH BOY,P,O,UNKNOWN PUBLISHER,50.00,00288936892,"NA      ",03/06/2025,WORKS REGISTRATION,"           ",Pending Society Review
71486810,OH BOY,W," ",UNKNOWN WRITER,50.00,00396710530,"NA      ",03/06/2025,WORKS REGISTRATION,"           ",Pending Society Review
71486810,OH BOY,P,O,EMPIRE STRIKES FIRST,15.00,00747866487,"BMI     ",03/06/2025,WORKS REGISTRATION,"           ",Pending Society Review
71486810,OH BOY,P,O,TF ENTERTAINMENT,35.00,00832610267,"BMI     ",03/06/2025,WORKS REGISTRATION,"           ",Pending Society Review
71486810,OH BOY,W," ",SORRELL CASADA AARON,35.00,00816076637,"BMI     ",03/06/2025,WORKS REGISTRATION,"           ",Pending Society Review
71486810,OH BOY,W," ",WASHINGTON DENZEL THOMAS,15.00,00839001158,"BMI     ",03/06/2025,WORKS REGISTRATION,"           ",Pending Society Review
71487081,FMBROTHAS,P,O,EMPIRE STRIKES FIRST,20.00,00747866487,"BMI     ",01/27/2026,WORKS REGISTRATION,"           ",Reconciled
71487081,FMBROTHAS,P,O,UNKNOWN PUBLISHER,70.00,00288936892,"NA      ",01/27/2026,WORKS REGISTRATION,"           ",Reconciled
71487081,FMBROTHAS,W," ",UNKNOWN WRITER,50.00,00396710530,"NA      ",01/27/2026,WORKS REGISTRATION,"           ",Reconciled
